transaction_id,transaction_date,product_id,store_id,quantity,unit_price,discount,total_amount
598,2024-01-29,109,2,1,43835,1000,42835
599,2024-01-30,140,1,1,33644,1000,32644
600,2024-01-01,114,2,3,37404,1000,2467
601,2024-01-02,118,2,3,59912,0,179736
602,2024-01-03,111,4,5,56028,500,279640
603,2024-01-04,126,5,3,29576,0,88728
604,2024-01-05,119,3,3,7400,0,22200
605,2024-01-06,127,99,3,1991,1000,4973
606,2024-01-07,122,99,2,41958,1000,82916
607,2024-01-08,134,3,2,2130,0,4260
608,2024-01-09,108,4,3,53733,1000,160199
609,2024-01-10,131,5,4,51003,500,203512
610,2024-01-11,137,1,3,6255,0,1384
611,2024-01-12,110,3,1,53332,1000,52332
612,2024-01-13,112,2,3,54924,0,164772
613,2024-01-14,119,1,2,20027,0,40054
614,2024-01-15,130,4,3,14382,1000,42146
615,2024-01-16,119,5,3,2381,1000,6143
616,2024-01-17,115,99,3,5119,500,14857
617,2024-01-18,121,5,3,9558,0,28674
618,2024-01-19,130,1,3,53337,0,160011
619,2024-01-20,109,99,4,48941,0,195764
620,2024-01-21,121,2,2,7215,500,4803
621,2024-01-22,119,4,4,17879,1000,70516
622,2024-01-23,145,2,3,7387,500,21661
623,2024-01-24,123,2,5,49059,1000,244295
624,2024-01-25,112,99,1,53941,500,53441
625,2024-01-26,123,4,1,58741,1000,57741
626,2024-01-27,125,2,4,57181,1000,227724
627,2024-01-28,145,1,1,5047,1000,4047
628,2024-01-29,126,5,4,25223,0,100892
629,2024-01-30,149,4,3,52604,0,157812
630,2024-01-01,145,1,3,45739,500,2806
631,2024-01-02,113,2,2,30444,500,60388
632,2024-01-03,999,3,2,44452,500,88404
633,2024-01-04,124,5,1,23618,500,23118
634,2024-01-05,102,4,2,28857,500,57214
635,2024-01-06,103,99,2,45833,500,91166
636,2024-01-07,106,99,3,45307,1000,134921
637,2024-01-08,150,4,2,3355,1000,5710
638,2024-01-09,126,3,3,8107,0,24321
639,2024-01-10,129,4,5,11349,1000,55745
640,2024-01-11,146,1,2,45541,500,2484
641,2024-01-12,140,99,3,26227,1000,77681
642,2024-01-13,136,4,3,30683,500,91549
643,2024-01-14,138,4,3,16468,500,48904
644,2024-01-15,117,3,4,22945,1000,90780
645,2024-01-16,124,4,1,19698,1000,18698
646,2024-01-17,113,99,1,7676,0,7676
647,2024-01-18,112,4,4,52130,0,208520
648,2024-01-19,126,2,3,13160,1000,38480
649,2024-01-20,145,99,5,28929,1000,143645
650,2024-01-21,129,2,4,28571,0,4110
651,2024-01-22,106,4,3,23577,0,70731
652,2024-01-23,104,5,1,25283,500,24783
653,2024-01-24,143,99,3,19593,1000,57779
654,2024-01-25,117,3,3,52358,0,157074
655,2024-01-26,133,5,2,23220,1000,45440
656,2024-01-27,117,4,1,14863,0,14863
657,2024-01-28,131,4,2,32926,1000,64852
658,2024-01-29,999,99,1,42912,1000,41912
659,2024-01-30,137,4,4,44434,500,177236
660,2024-01-01,111,99,2,1268,1000,3041
661,2024-01-02,119,3,4,53858,0,215432
662,2024-01-03,122,4,2,13031,0,26062
663,2024-01-04,119,5,3,49645,500,148435
664,2024-01-05,130,1,3,36459,1000,108377
665,2024-01-06,139,99,4,44187,1000,175748
666,2024-01-07,106,99,1,47960,0,47960
667,2024-01-08,132,2,4,20150,1000,79600
668,2024-01-09,109,1,3,40455,500,120865
669,2024-01-10,136,2,2,50534,0,101068
670,2024-01-11,109,3,4,58190,1000,792
671,2024-01-12,106,4,3,22898,500,68194
672,2024-01-13,999,1,2,24675,500,48850
673,2024-01-14,142,2,1,15195,0,15195
674,2024-01-15,110,4,5,4742,0,23710
675,2024-01-16,145,1,5,44867,500,223835
676,2024-01-17,149,3,4,36729,500,146416
677,2024-01-18,111,3,4,24079,0,96316
678,2024-01-19,142,99,3,8966,0,26898
679,2024-01-20,130,1,1,43573,1000,42573
680,2024-01-21,136,1,1,50648,500,2913
681,2024-01-22,125,2,2,10606,0,21212
682,2024-01-23,130,2,2,36443,1000,71886
683,2024-01-24,125,5,1,11268,500,10768
684,2024-01-25,134,99,1,3887,500,3387
685,2024-01-26,120,1,2,54359,0,108718
686,2024-01-27,103,1,4,58969,500,235376
687,2024-01-28,113,3,5,52602,1000,262010
688,2024-01-29,119,99,1,52186,0,52186
689,2024-01-30,132,5,1,1714,1000,714
690,2024-01-01,120,99,1,18708,0,3713
691,2024-01-02,128,5,2,28255,0,56510
692,2024-01-03,129,2,5,11857,500,58785
693,2024-01-04,121,5,3,55390,1000,165170
694,2024-01-05,145,99,5,11555,500,57275
695,2024-01-06,141,1,2,20510,1000,40020
696,2024-01-07,110,99,5,16177,0,80885
697,2024-01-08,139,2,4,29987,0,119948
698,2024-01-09,147,99,2,57013,500,113526
699,2024-01-10,130,2,5,21701,500,108005
700,2024-01-11,148,99,3,35627,1000,4409
701,2024-01-12,105,3,4,29696,500,118284
702,2024-01-13,113,1,2,13895,0,27790
703,2024-01-14,132,3,2,40395,500,80290
704,2024-01-15,106,5,2,58057,500,115614
705,2024-01-16,150,5,5,14573,1000,71865
706,2024-01-17,110,1,1,31424,500,30924
707,2024-01-18,115,3,2,26966,500,53432
708,2024-01-19,118,2,5,51960,1000,258800
709,2024-01-20,135,99,5,26599,500,132495
710,2024-01-21,148,2,1,57635,500,1419
711,2024-01-22,139,5,3,58115,0,174345
712,2024-01-23,133,5,4,25856,0,103424
713,2024-01-24,132,1,5,45576,0,227880
714,2024-01-25,134,5,2,52303,500,104106
715,2024-01-26,140,99,4,54767,1000,218068
716,2024-01-27,143,4,1,52512,1000,51512
717,2024-01-28,121,1,2,48131,500,95762
718,2024-01-29,137,1,5,38614,500,192570
719,2024-01-30,147,3,2,7148,500,13796
720,2024-01-01,136,2,2,47394,0,4699
721,2024-01-02,148,99,1,2935,0,2935
722,2024-01-03,999,2,2,27655,1000,54310
723,2024-01-04,125,3,1,55329,500,54829
724,2024-01-05,109,99,4,43026,0,172104
725,2024-01-06,105,2,5,27811,500,138555
726,2024-01-07,110,1,2,38510,500,76520
727,2024-01-08,123,2,1,18597,500,18097
728,2024-01-09,107,1,1,10995,1000,9995
729,2024-01-10,111,5,1,24395,1000,23395
730,2024-01-11,115,99,5,31354,0,4139
731,2024-01-12,147,1,1,59240,0,59240
732,2024-01-13,101,5,5,53196,0,265980
733,2024-01-14,116,5,2,559,500,618
734,2024-01-15,137,2,1,17542,0,17542
735,2024-01-16,148,1,5,30366,1000,150830
736,2024-01-17,122,99,4,16904,500,67116
737,2024-01-18,141,99,3,23186,1000,68558
738,2024-01-19,146,4,1,7878,0,7878
739,2024-01-20,113,5,3,49606,500,148318
740,2024-01-21,110,2,5,9935,500,2403
741,2024-01-22,124,3,4,30690,500,122260
742,2024-01-23,149,5,4,59140,0,236560
743,2024-01-24,110,3,3,37799,0,113397
744,2024-01-25,102,99,2,57093,0,114186
745,2024-01-26,114,4,4,34588,0,138352
746,2024-01-27,105,99,5,3131,1000,14655
747,2024-01-28,128,1,3,32259,1000,95777
748,2024-01-29,109,1,3,52797,1000,157391
749,2024-01-30,133,4,3,3657,1000,9971
750,2024-01-01,112,1,3,43110,500,4492
751,2024-01-02,121,2,3,35239,500,105217
752,2024-01-03,145,4,2,23201,1000,45402
753,2024-01-04,148,4,3,29859,0,89577
754,2024-01-05,111,99,4,11068,0,44272
755,2024-01-06,147,1,4,4865,500,18960
756,2024-01-07,140,3,2,28122,500,55744
757,2024-01-08,105,3,2,33147,0,66294
758,2024-01-09,118,1,5,16925,0,84625
759,2024-01-10,140,2,2,41163,1000,81326
760,2024-01-11,106,1,4,23069,1000,198
761,2024-01-12,102,5,3,47673,500,142519
762,2024-01-13,150,1,2,44565,1000,88130
763,2024-01-14,103,1,5,37926,1000,188630
764,2024-01-15,110,4,3,2982,1000,7946
765,2024-01-16,999,5,1,47517,1000,46517
766,2024-01-17,107,2,1,11510,1000,10510
767,2024-01-18,121,99,5,19110,1000,94550
768,2024-01-19,125,3,2,51076,500,101652
769,2024-01-20,105,99,1,19755,1000,18755
770,2024-01-21,109,3,4,21833,0,3719
771,2024-01-22,124,3,3,26305,0,78915
772,2024-01-23,145,4,3,21623,500,64369
773,2024-01-24,144,99,5,5207,0,26035
774,2024-01-25,136,3,3,19818,500,58954
775,2024-01-26,129,1,3,37798,0,113394
776,2024-01-27,143,5,5,41532,1000,206660
777,2024-01-28,122,99,2,17745,1000,34490
778,2024-01-29,122,99,3,14310,1000,41930
779,2024-01-30,137,5,5,21164,500,105320
780,2024-01-01,137,2,1,31344,1000,306
781,2024-01-02,149,4,3,9637,1000,27911
782,2024-01-03,124,1,2,54017,1000,107034
783,2024-01-04,112,2,2,53501,0,107002
784,2024-01-05,124,99,5,6097,0,30485
785,2024-01-06,105,1,4,34135,1000,135540
786,2024-01-07,135,2,1,46150,500,45650
787,2024-01-08,132,2,5,56735,0,283675
788,2024-01-09,131,4,2,42007,0,84014
789,2024-01-10,124,1,1,51152,500,50652
790,2024-01-11,114,5,1,4559,500,3442
791,2024-01-12,101,99,4,55491,1000,220964
792,2024-01-13,133,3,5,23049,0,115245
793,2024-01-14,105,1,3,6404,0,19212
794,2024-01-15,138,99,1,42730,1000,41730
795,2024-01-16,116,99,2,15231,1000,29462
796,2024-01-17,116,4,1,2429,500,1929
797,2024-01-18,113,4,2,59143,500,117786
798,2024-01-19,126,99,3,6020,1000,17060
799,2024-01-20,134,99,1,11601,1000,10601
800,2024-01-21,116,2,2,28469,0,2693
801,2024-01-22,137,5,5,55433,1000,276165
802,2024-01-23,132,3,4,35408,1000,140632
803,2024-01-24,144,5,4,1443,500,5272
804,2024-01-25,145,5,2,45725,500,90950
805,2024-01-26,134,1,4,3444,500,13276
806,2024-01-27,113,3,4,29669,1000,117676
807,2024-01-28,148,4,5,17114,1000,84570
808,2024-01-29,140,2,3,43850,500,131050
809,2024-01-30,101,99,2,6194,500,11888
810,2024-01-01,119,4,2,11218,0,4769
811,2024-01-02,108,1,5,46600,1000,232000
812,2024-01-03,107,1,2,25811,0,51622
813,2024-01-04,102,1,5,18272,0,91360
814,2024-01-05,147,1,1,1254,0,1254
815,2024-01-06,120,99,3,57268,500,171304
816,2024-01-07,123,1,5,26754,0,133770
817,2024-01-08,142,99,5,33447,500,166735
818,2024-01-09,102,4,2,26331,1000,51662
819,2024-01-10,142,5,4,7264,0,29056
820,2024-01-11,138,3,4,15893,0,2873
821,2024-01-12,142,1,2,52274,0,104548
822,2024-01-13,117,5,2,54296,1000,107592
823,2024-01-14,104,3,1,42981,500,42481
824,2024-01-15,999,2,3,51136,500,152908
825,2024-01-16,140,99,5,30698,0,153490
826,2024-01-17,101,99,5,27005,1000,134025
827,2024-01-18,142,99,5,3899,500,18995
828,2024-01-19,113,2,3,36817,1000,109451
829,2024-01-20,128,1,3,13366,1000,39098
830,2024-01-21,124,1,3,28463,500,1587
831,2024-01-22,122,2,5,594,0,2970
832,2024-01-23,135,2,1,45945,500,45445
833,2024-01-24,111,2,4,31600,1000,125400
834,2024-01-25,105,1,1,59326,1000,58326
835,2024-01-26,107,5,4,15252,0,61008
836,2024-01-27,137,3,1,22232,1000,21232
837,2024-01-28,133,99,3,22876,0,68628
838,2024-01-29,139,99,4,26954,0,107816
839,2024-01-30,121,99,2,41788,1000,82576
840,2024-01-01,119,5,4,24027,1000,3664
841,2024-01-02,137,4,3,4310,500,12430
842,2024-01-03,145,2,2,17389,500,34278
843,2024-01-04,115,5,3,2505,0,7515
844,2024-01-05,104,4,5,3298,0,16490
845,2024-01-06,131,99,1,15894,0,15894
846,2024-01-07,131,5,1,2212,500,1712
847,2024-01-08,142,1,5,16358,0,81790
848,2024-01-09,144,3,3,50058,0,150174
849,2024-01-10,122,3,4,2737,1000,9948
850,2024-01-11,123,1,1,39079,500,4082
851,2024-01-12,122,1,4,28563,500,113752
852,2024-01-13,137,5,3,9563,500,28189
853,2024-01-14,114,1,2,58282,500,116064
854,2024-01-15,140,2,3,44163,0,132489
855,2024-01-16,110,99,2,17077,500,33654
856,2024-01-17,130,1,4,30354,500,120916
857,2024-01-18,141,4,1,37443,0,37443
858,2024-01-19,130,99,5,57519,0,287595
859,2024-01-20,137,2,3,41185,0,123555
860,2024-01-21,127,3,1,56595,500,4666
861,2024-01-22,121,3,1,23463,1000,22463
862,2024-01-23,110,4,3,38253,1000,113759
863,2024-01-24,103,3,4,20433,1000,80732
864,2024-01-25,122,5,1,31966,0,31966
865,2024-01-26,139,3,1,8974,1000,7974
866,2024-01-27,148,1,5,24349,1000,120745
867,2024-01-28,111,99,5,42680,1000,212400
868,2024-01-29,141,3,1,53007,1000,52007
869,2024-01-30,132,1,2,18616,0,37232
870,2024-01-01,138,2,4,17951,500,1513
871,2024-01-02,144,3,5,48183,1000,239915
872,2024-01-03,128,1,4,49272,1000,196088
873,2024-01-04,106,3,3,35991,500,107473
874,2024-01-05,137,2,1,40392,0,40392
875,2024-01-06,134,2,2,27310,0,54620
876,2024-01-07,127,1,1,12536,1000,11536
877,2024-01-08,103,3,3,12525,500,37075
878,2024-01-09,131,1,1,837,0,837
879,2024-01-10,124,1,1,59133,1000,58133
880,2024-01-11,121,4,2,54687,0,1506
881,2024-01-12,122,99,5,47769,0,238845
882,2024-01-13,129,99,3,23802,0,71406
883,2024-01-14,111,3,2,15713,1000,30426
884,2024-01-15,111,4,3,15841,1000,46523
885,2024-01-16,113,1,2,17408,1000,33816
886,2024-01-17,140,2,3,1976,0,5928
887,2024-01-18,125,99,2,40946,0,81892
888,2024-01-19,123,99,3,31096,500,92788
889,2024-01-20,119,1,3,45841,500,137023
890,2024-01-21,111,4,2,21165,500,4879
891,2024-01-22,141,99,5,20454,500,101770
892,2024-01-23,103,2,1,26024,500,25524
893,2024-01-24,147,3,4,34378,500,137012
894,2024-01-25,999,99,4,3362,1000,12448
895,2024-01-26,150,3,3,47771,1000,142313
896,2024-01-27,125,99,4,54709,0,218836
897,2024-01-28,150,5,5,18410,1000,91050
898,2024-01-29,101,5,3,44565,0,133695
899,2024-01-30,133,2,2,54141,0,108282
900,2024-01-01,133,2,1,9803,1000,711
901,2024-01-02,133,4,2,39729,500,78958
902,2024-01-03,140,2,4,12799,500,50696
903,2024-01-04,131,99,5,24899,0,124495
904,2024-01-05,101,5,1,59935,0,59935
905,2024-01-06,133,2,3,58025,500,173575
906,2024-01-07,142,99,1,23926,1000,22926
907,2024-01-08,143,5,1,41063,1000,40063
908,2024-01-09,136,1,2,25134,1000,49268
909,2024-01-10,133,99,5,8467,500,41835
910,2024-01-11,143,2,1,19807,0,3016
911,2024-01-12,121,1,2,10025,0,20050
912,2024-01-13,140,1,3,4101,500,11803
913,2024-01-14,144,4,2,51599,500,102698
914,2024-01-15,122,2,5,6374,0,31870
915,2024-01-16,137,99,3,34148,1000,101444
916,2024-01-17,104,2,5,42991,500,214455
917,2024-01-18,138,5,2,33746,1000,66492
918,2024-01-19,135,2,2,37461,0,74922
919,2024-01-20,143,5,2,49162,0,98324
920,2024-01-21,106,99,5,1040,500,4941
921,2024-01-22,117,4,5,58446,1000,291230
922,2024-01-23,142,1,4,42887,0,171548
923,2024-01-24,144,3,4,14472,500,57388
924,2024-01-25,148,4,4,49325,1000,196300
925,2024-01-26,105,1,3,40075,0,120225
926,2024-01-27,131,1,1,53205,0,53205
927,2024-01-28,133,5,1,25462,500,24962
928,2024-01-29,140,99,5,26092,500,129960
929,2024-01-30,102,99,2,41777,0,83554
930,2024-01-01,113,2,5,40429,0,3840
931,2024-01-02,139,1,5,11741,0,58705
932,2024-01-03,108,1,2,54989,0,109978
933,2024-01-04,133,5,5,24235,500,120675
934,2024-01-05,128,1,1,23033,500,22533
935,2024-01-06,142,5,1,11102,0,11102
936,2024-01-07,112,2,1,14202,1000,13202
937,2024-01-08,117,5,1,38685,0,38685
938,2024-01-09,148,2,3,35610,1000,105830
939,2024-01-10,129,3,5,5262,0,26310
940,2024-01-11,110,99,5,44629,0,1886
941,2024-01-12,107,99,1,13725,500,13225
942,2024-01-13,120,4,2,45249,0,90498
943,2024-01-14,140,2,4,55044,500,219676
944,2024-01-15,116,5,1,48131,500,47631
945,2024-01-16,123,99,3,36880,1000,109640
946,2024-01-17,134,1,3,47194,1000,140582
947,2024-01-18,150,2,4,7008,500,27532
948,2024-01-19,137,4,1,9174,0,9174
949,2024-01-20,144,1,4,58690,0,234760
950,2024-01-21,105,1,4,5266,500,2842
951,2024-01-22,147,2,1,48327,500,47827
952,2024-01-23,134,99,5,51517,1000,256585
953,2024-01-24,129,4,4,39687,0,158748
954,2024-01-25,147,4,4,57803,500,230712
955,2024-01-26,127,99,3,5003,500,14509
956,2024-01-27,107,3,1,22284,500,21784
957,2024-01-28,123,4,4,18217,0,72868
958,2024-01-29,137,4,2,20107,500,39714
959,2024-01-30,131,99,1,5125,500,4625
960,2024-01-01,104,99,1,51233,0,2663
961,2024-01-02,110,5,3,20317,0,60951
962,2024-01-03,115,4,1,45626,0,45626
963,2024-01-04,115,3,3,59765,1000,178295
964,2024-01-05,150,99,5,58202,0,291010
965,2024-01-06,134,3,4,21801,500,86704
966,2024-01-07,106,3,5,26893,500,133965
967,2024-01-08,119,4,3,12587,500,37261
968,2024-01-09,114,4,4,22410,1000,88640
969,2024-01-10,136,3,1,28238,500,27738
970,2024-01-11,131,3,3,28053,0,1705
971,2024-01-12,128,99,3,23243,500,69229
972,2024-01-13,105,99,5,21875,1000,108375
973,2024-01-14,117,3,4,12246,500,48484
974,2024-01-15,129,2,3,46200,0,138600
975,2024-01-16,125,99,1,3268,0,3268
976,2024-01-17,136,5,3,27141,0,81423
977,2024-01-18,144,5,2,28211,500,55922
978,2024-01-19,120,3,1,20758,1000,19758
979,2024-01-20,128,99,3,6082,0,18246
980,2024-01-21,131,5,1,28564,0,2062
981,2024-01-22,137,99,1,51819,1000,50819
982,2024-01-23,114,3,1,41260,500,40760
983,2024-01-24,118,2,4,55235,1000,219940
984,2024-01-25,136,1,5,6831,0,34155
985,2024-01-26,146,5,4,19947,1000,78788
986,2024-01-27,115,4,3,14201,0,42603
987,2024-01-28,141,1,4,25536,500,101644
988,2024-01-29,104,1,4,30644,0,122576
989,2024-01-30,119,3,4,35257,500,140528
990,2024-01-01,112,5,4,22194,0,2586
991,2024-01-02,118,4,3,52152,1000,155456
992,2024-01-03,116,5,5,13694,1000,67470
993,2024-01-04,120,3,2,14279,500,28058
994,2024-01-05,147,1,5,58838,1000,293190
995,2024-01-06,142,99,2,34803,500,69106
996,2024-01-07,124,1,2,42663,500,84826
997,2024-01-08,144,99,4,18821,0,75284
998,2024-01-09,120,3,5,57740,500,288200
999,2024-01-10,104,2,5,46628,0,233140
1000,2024-01-11,103,99,5,45210,0,4360
